,hostname,glon,glat,sy_dist,st_spectype,sy_vmag,pl_orbsmax,pl_orbincl,st_teff,pl_eqt,pl_angsep,contrast,X,Y,Z
4656,Kepler-924,72.52276,11.73741,1053.04,G,14.293,1.6284891567977911e-06,89.93,6167.0,610.0,0.319,9.572459693200965e-05,309.64340789504433,983.4254176484013,214.21636135041246
4657,Kepler-925,72.41955,12.16325,611.115,G,16.025,8.750886954510309e-07,89.02,4673.0,394.0,0.295,5.053610464792986e-05,180.4403237262253,569.4941084261472,128.76060448166066
4658,Kepler-926,72.47195,12.54618,921.361,G,14.431,1.3279046741497915e-06,89.88,5806.0,524.0,0.297,6.634634793986593e-05,270.86266519186086,857.6024156896069,200.1439620111296
4659,Kepler-927,73.0188,13.04075,831.685,G,14.817,4.1984864834381873e-07,86.67,5743.0,906.0,0.104,0.0006193804961071352,236.63574096400754,774.9099414458392,187.66472223574962
4660,Kepler-928,73.33267,12.73917,508.809,G,15.586,2.152572746705029e-07,88.15,4700.0,894.0,0.0873,0.0013090572594724942,142.34140781886035,475.4333795818556,112.19903600530667
4661,Kepler-929,76.41534,7.10317,1311.23,G,14.738,9.308422688454179e-08,89.49,5869.0,2362.0,0.0146,0.026233916691050352,305.62041676430016,1264.7649032376437,162.14195414848507
4662,Kepler-93,71.20378,10.45836,95.9115,G,9.996,2.5903595012713895e-07,89.183,5669.0,1133.0,0.557,0.0015954889895894758,30.389607391227948,89.28819377937546,17.4099410244183
4663,Kepler-93,71.20378,10.45836,95.9115,G,9.996,0.0,0.0,5669.0,0.0,0.0,0.0,30.389607391227948,89.28819377937546,17.4099410244183
4664,Kepler-930,76.90346,7.52807,848.396,G,13.89,1.6847275438738684e-06,89.99,6335.0,561.0,0.41,6.149856302141835e-05,190.58320508463916,819.2066275702042,111.14997121330705
4665,Kepler-931,76.92475,8.54287,490.0,G,14.643,3.485810371353415e-07,86.29,5241.0,744.0,0.147,0.0004061019766542143,109.62305924367611,472.0005489869558,72.78919314067033
4666,Kepler-932,77.30447,8.90386,465.612,G,14.308,1.352630171915998e-07,74.86,5331.0,1276.0,0.0599,0.003282222115691201,101.09448928098672,448.75486631035994,72.06600269050223
4667,Kepler-933,75.08255,13.81149,1017.2,G,15.614,5.046910426396251e-07,89.98,5346.0,602.0,0.102,0.00016079411412972986,254.28368713236873,954.4983686947543,242.83432751038455
4668,Kepler-934,75.50887,13.42851,608.738,G,15.238,1.2886347659328755e-06,89.86,5001.0,384.0,0.437,3.476141761965163e-05,148.16009680669018,573.2586808000669,141.36839549771798
4669,Kepler-935,79.64512,11.69055,471.782,G,15.01,2.5549681025079963e-07,89.1,4830.0,879.0,0.112,0.0010968998504938786,83.04116038486386,454.4710983445,95.59519849594506
4670,Kepler-936,79.29455,12.6274,823.399,G,14.84,4.6251225233256705e-07,83.33,5482.0,867.0,0.116,0.0006256338886716418,149.2550480400093,789.4983823477965,180.00318915449026
4671,Kepler-937,79.46009,12.25527,1571.46,G,15.405,1.5581911729526947e-06,89.61,6095.0,495.0,0.205,4.35036760133205e-05,280.9014810993357,1509.7390378519924,333.569973321851
4672,Kepler-937,79.46009,12.25527,1571.46,G,15.405,2.6882918649728346e-06,89.84,6095.0,377.0,0.353,1.463762311903321e-05,280.9014810993357,1509.7390378519924,333.569973321851
4673,Kepler-938,79.90214,11.99897,1182.05,G,15.148,1.3036639900652755e-06,89.72,5533.0,544.0,0.227,9.344432214059287e-05,202.72066463601425,1138.3135697456953,245.74122886146793
4674,Kepler-939,79.65084,12.58043,2093.62,G,15.653,5.589901749889411e-07,85.91,5471.0,692.0,0.0551,0.0002559514054959656,367.08116995867994,2010.1119248884147,456.011149516279
4675,Kepler-94,76.71253,20.71013,191.904,M,13.071,1.5058312953301397e-07,86.61,4781.0,997.0,0.162,0.0018910615240216241,41.25651907408067,174.69799698483516,67.86497402472456
4676,Kepler-94,76.71253,20.71013,191.904,M,13.071,7.741538806188779e-06,0.0,4781.0,0.0,8.32,0.0,41.25651907408067,174.69799698483516,67.86497402472456
4677,Kepler-940,79.99619,12.46341,1260.78,G,15.727,1.4830450522906947e-06,88.63,5769.0,486.0,0.243,5.036663321959011e-05,213.85341920442164,1212.3515815292437,272.0966119930921
4678,Kepler-941,79.9693,12.38563,1088.36,G,15.803,6.355907366960119e-07,85.65,5539.0,722.0,0.12,0.000288684409100784,185.1540652855414,1046.7807557712463,233.4427361371858
4679,Kepler-942,77.39112,10.59114,216.354,G,13.25,1.1141018405243597e-06,89.91,4861.0,379.0,1.06,3.695339596147479e-05,46.42428484608843,207.5392161106304,39.765724798050584
4680,Kepler-943,71.58697,16.61311,2300.53,G,15.76,1.2406382114455339e-06,88.8,5612.0,455.0,0.111,4.3209071813143166e-05,696.323800545993,2091.638288354787,657.7390944602896
4681,Kepler-944,75.3306,10.65054,1349.43,G,15.636,1.1092537037074565e-06,89.97,5409.0,459.0,0.17,5.185406603136313e-05,335.8443249740936,1282.9535703206861,249.39937987913973
4682,Kepler-945,74.28654,12.06911,1651.25,G,15.599,9.875654696031856e-07,89.81,5718.0,616.0,0.123,0.0001346933779272913,437.31750107665016,1554.4047162283853,345.26213797494006
4683,Kepler-946,79.43033,6.80177,1137.29,G,15.011,4.857833090537025e-07,89.94,5665.0,857.0,0.0881,0.0005237495114832145,207.14598342664195,1110.1245280475687,134.69453543990792
4684,Kepler-947,75.4807,10.08954,1730.78,G,16.064,8.595746576369408e-07,89.99,5508.0,573.0,0.102,0.00011712315469498967,427.20666860135725,1649.5931261031553,303.21014002791793
4685,Kepler-948,74.45145,10.45904,868.017,G,14.811,3.631254475860511e-07,88.68,5679.0,841.0,0.0863,0.0004809462119313798,228.8102107555149,822.3563940826053,157.57335071157075
4686,Kepler-949,80.69553,9.44424,486.105,G,14.718,3.7524578962830913e-07,89.94,5403.0,782.0,0.159,0.00043882073658432145,77.5285707376937,473.2072710526889,79.76384122669569
4687,Kepler-949,80.69553,9.44424,486.105,G,14.718,6.758302722763087e-07,89.76,5211.0,582.0,0.287,0.00015559930252594426,77.5285707376937,473.2072710526889,79.76384122669569
4688,Kepler-95,74.43259,17.51848,445.656,G,12.382,4.958625854960443e-07,90.0,5699.0,927.0,0.23,0.0007000423413715182,114.0544289415027,409.39596696507897,134.14842454369597
4689,Kepler-950,72.31699,13.90881,2161.6,G,16.0,1.9305280804908617e-06,89.68,5857.0,360.0,0.184,1.4272797592570077e-05,637.3357523914614,1999.0832856382972,519.5995725606396
4690,Kepler-951,69.42083,12.821,382.509,G,14.841,1.498559090104785e-06,89.96,4834.0,340.0,0.808,2.4473105584349228e-05,131.10026195911422,349.17198052664764,84.88100146882131
4691,Kepler-952,72.35059,16.02646,1304.25,G,15.323,2.5127893122009383e-06,89.7,5730.0,369.0,0.397,1.7198357675728364e-05,380.068907377431,1194.5538174102683,360.07897113755615
4692,Kepler-953,75.9239,14.64718,258.893,G,11.871,1.9004696322260619e-06,89.37,5416.0,410.0,1.51,3.284133509809498e-05,60.919178794601414,242.95830387627112,65.46527080488468
4693,Kepler-953,75.9239,14.64718,258.893,G,11.871,4.1790939361705745e-07,85.02,5416.0,873.0,0.333,0.000675059964318492,60.919178794601414,242.95830387627112,65.46527080488468
4694,Kepler-954,81.10942,11.79563,215.814,G,13.095,5.720801443945798e-07,89.07,4990.0,545.0,0.547,0.00014229309527904804,32.64928328945638,208.7184643370391,44.11699832800237
4695,Kepler-955,71.67536,13.19907,550.383,G,14.734,5.250532172706185e-07,90.0,5350.0,664.0,0.197,0.0002372778450138859,168.46952823357876,508.6708942580626,125.67173938661932
4696,Kepler-956,81.13457,14.26979,544.939,G,13.387,2.8894895428743186e-07,86.0,6040.0,1056.0,0.109,0.0009343464036427506,81.39165025492795,521.8158629136144,134.3209522058989
4697,Kepler-957,80.24006,15.59047,824.688,G,15.833,2.710108480648899e-07,89.78,4963.0,769.0,0.0678,0.0005764056888146282,134.65782932162787,782.8486589572967,221.6428287022829
4698,Kepler-958,76.80898,16.32186,449.773,G,13.91,4.1306125680015425e-07,86.73,5421.0,749.0,0.189,0.0003644262412452245,98.50094484230407,420.25718551371574,126.40100244168825
4699,Kepler-959,73.41447,10.89592,807.729,G,12.606,7.917007422002957e-07,88.88,7005.0,1912.0,0.202,0.005550332402699164,226.40672814938972,760.1674310882026,152.6813924564838
4700,Kepler-96,74.92809,7.48242,122.881,G,10.568,6.110543162656648e-07,87.94,5690.0,711.0,1.03,0.00024379755022422707,31.680803563642886,117.64356763892515,16.00180739002685
4701,Kepler-960,76.01081,20.30579,284.916,G,14.127,2.0071286421979326e-07,87.93,4755.0,1391.0,0.145,0.007323293414168441,64.59492842367266,259.2844987744168,98.8745213553018
4702,Kepler-961,73.02863,18.89889,574.314,G,14.204,6.035930337044507e-07,89.02,5582.0,642.0,0.217,0.0001749769264439637,158.60157552797557,519.6910155674605,186.01978167524402
4703,Kepler-962,79.39397,11.3363,411.486,G,13.68,4.770566627832768e-07,89.07,5478.0,689.0,0.239,0.000250258464732161,74.25838755718203,396.5653558979888,80.88472398981658
4704,Kepler-963,78.80407,9.88428,771.494,G,15.091,4.116068157550833e-07,89.94,5461.0,802.0,0.11,0.0004651668604148802,147.57336104306623,745.5778956032054,132.4337446965411
4705,Kepler-964,74.29744,8.674,454.626,G,14.061,5.153569436368121e-07,89.52,5427.0,652.0,0.234,0.00020832965593849256,121.63425628373393,432.65344087059475,68.56316560032579
4706,Kepler-965,76.66856,7.22017,582.828,G,13.488,2.482246050254448e-06,90.0,5886.0,393.0,0.878,1.9874177782836907e-05,133.3249981339448,562.6252517316108,73.25127009496218
4707,Kepler-966,83.5226,11.99998,1027.8,G,14.731,1.8941670543640875e-06,89.32,5840.0,391.0,0.38,2.00935023094622e-05,113.41372857858556,998.9225199838376,213.69128489258168
4708,Kepler-967,69.30269,13.78488,568.546,G,14.702,4.979036510959606e-07,89.98,5178.0,638.0,0.181,0.00023048068206536605,195.15405262762076,516.5335550053832,135.47153358738043
4709,Kepler-967,69.30269,13.78488,568.546,G,14.702,3.0315399516095824e-06,89.99,5178.0,258.0,1.1,6.163545969991325e-06,195.15405262762076,516.5335550053832,135.47153358738043
4710,Kepler-968,80.34362,18.81793,290.324,G,14.626,1.885925221775352e-07,85.88,4598.0,745.0,0.134,0.000689206275564141,46.09560771747524,270.91211082596175,93.6474673068016
4711,Kepler-968,80.34362,18.81793,290.324,G,14.626,2.521031144789674e-07,87.7,4598.0,644.0,0.179,0.0003848288311801636,46.09560771747524,270.91211082596175,93.6474673068016
4712,Kepler-969,78.90961,16.33314,390.354,G,13.865,9.827173327862824e-07,88.63,5214.0,465.0,0.519,6.325978393346095e-05,72.05715032123625,367.6047183355408,109.77606050970533
4713,Kepler-969,78.90961,16.33314,390.354,G,13.865,1.3186932141976753e-07,82.42,5214.0,1270.0,0.0697,0.003519903656133806,72.05715032123625,367.6047183355408,109.77606050970533
4714,Kepler-97,79.35114,17.25653,400.907,G,12.994,1.7268093714445884e-07,87.61,5779.0,1328.0,0.0888,0.0027885698165737885,70.74862393813628,376.26705070360316,118.92922859697818
4715,Kepler-97,79.35114,17.25653,400.907,G,12.994,0.0,0.0,5779.0,0.0,0.0,0.0,70.74862393813628,376.26705070360316,118.92922859697818
4716,Kepler-970,72.46181,12.58685,331.545,G,15.21,6.738910175495475e-07,88.74,4290.0,464.0,0.419,0.00013684935457509469,97.50712800425065,308.53586331804416,72.25003847716542
4717,Kepler-971,71.19357,16.60734,338.522,G,13.483,4.009409147578962e-07,88.99,5431.0,1087.0,0.244,0.0016047188908071494,104.57773875384831,307.0821210520831,96.75335638253401
4718,Kepler-972,77.04273,9.6939,1198.03,G,15.084,3.558532423606963e-07,81.05,6146.0,1060.0,0.0613,0.0008848165502139701,264.79184666820873,1150.8546064325355,201.72960539061475
4719,Kepler-973,81.29598,16.02462,328.52,G,13.478,1.2159127136793273e-06,89.5,5213.0,402.0,0.763,3.536334293677345e-05,47.78322194500473,312.1182910951561,90.68807233806334
4720,Kepler-974,70.54028,15.59932,134.311,G,15.295,2.0313693262824486e-07,85.09,3687.0,577.0,0.312,0.0005998058569227579,43.09676982825894,121.97397197835826,36.1173547092357
4721,Kepler-975,70.73595,10.98955,426.088,G,14.633,1.4689854555216753e-07,79.56,4897.0,1599.0,0.0711,0.011367721859294133,137.99798164921458,394.8544262841841,81.22513680216768
4722,Kepler-975,70.73595,10.98955,426.088,G,14.633,2.7488935751841253e-07,85.01,4883.0,1168.0,0.133,0.0032735914215850466,137.99798164921458,394.8544262841841,81.22513680216768
4723,Kepler-976,78.17734,14.9255,1012.41,G,15.861,2.0444592956880875e-06,89.84,5232.0,324.0,0.417,1.4706492288816372e-05,200.42754467973307,957.5006204272293,260.7592171240063
4724,Kepler-977,74.50788,11.97106,568.751,G,14.754,7.853981643383215e-07,89.99,5315.0,544.0,0.285,0.00010974443914444518,148.61290562221126,536.1671628525618,117.96896948841359
4725,Kepler-978,73.75122,15.51824,682.522,G,13.513,1.3216020962878175e-06,87.52,6002.0,546.0,0.399,6.848360386230112e-05,184.0135567826725,631.3719546363538,182.6054388644
4726,Kepler-979,81.27691,8.37228,576.503,G,14.882,3.650647023128124e-07,88.23,5310.0,792.0,0.131,0.0004949059122691813,86.50019325860912,563.7617154092039,83.94137129029455
4727,Kepler-98,68.59512,14.25314,350.315,G,12.996,1.266624224784135e-07,86.47,5539.0,1592.0,0.0746,0.006824122166236253,123.91404973831902,316.11213164480995,86.24979843120651
4728,Kepler-980,78.09855,11.22776,961.468,G,14.221,4.872377500987735e-07,88.79,5935.0,845.0,0.105,0.00041090738119798893,194.4875921561072,922.7940238440731,187.2070540310482
4729,Kepler-981,78.87682,15.68043,878.082,G,14.875,2.593753197043222e-07,88.32,5718.0,1103.0,0.0609,0.0013846035656338918,163.09433655484457,829.5222425865888,237.32063787595823
4730,Kepler-982,77.63359,15.78425,801.479,G,13.099,6.258944630622055e-07,89.92,6139.0,955.0,0.161,0.0005856295100235525,165.17459098520942,753.3627587248626,218.0148978862073
4731,Kepler-983,75.19637,17.32725,714.437,G,14.1125,1.5261934699611334e-06,88.93,6052.0,485.0,0.441,4.124499706205795e-05,174.25969579073666,659.3773236007153,212.78000496540454
4732,Kepler-984,80.07995,10.40755,460.188,G,13.599,1.128161437293379e-06,88.07,5610.0,484.0,0.506,5.5402581534532385e-05,77.97403041478223,445.84980886996175,83.13238752431678
4733,Kepler-985,75.73922,13.64629,679.361,G,14.904,2.157905697203623e-06,89.99,5434.0,323.0,0.655,1.2483361665721191e-05,162.626635551911,639.8393003077875,160.27980381728312
4734,Kepler-986,75.62729,11.21739,548.364,G,13.69,1.3380857614652884e-06,89.99,5642.0,465.0,0.503,4.614020123175863e-05,133.5191783828856,521.0530498369415,106.67438659575684
4735,Kepler-987,77.4782,14.97262,914.126,G,15.171,2.054640383003584e-06,89.99,5637.0,351.0,0.464,1.5032677017296018e-05,191.46386903665498,862.0853062760671,236.1712417556684
4736,Kepler-988,74.23269,12.50541,304.889,G,15.578,5.260228446339993e-07,89.46,4005.0,368.0,0.356,7.12822160916993e-05,80.88233869589877,286.4558460755096,66.01816308597104
4737,Kepler-989,76.53241,20.37813,491.978,G,14.717,3.558532423606963e-07,89.73,5074.0,805.0,0.149,0.0006335511301000662,107.40840875441907,448.5057232720381,171.31375427871993
4738,Kepler-99,75.71488,7.67792,208.369,G,13.206,2.4576175152245797e-07,89.05,4782.0,810.0,0.243,0.0008231932267689637,50.95355447341072,200.1158815607878,27.838990546963245
4739,Kepler-990,80.84382,10.05477,802.163,G,14.716,4.280904809325542e-07,87.06,5948.0,903.0,0.11,0.0005312111251176756,125.68466867414548,779.7788503845404,140.04923106620302
4740,Kepler-990,80.84382,10.05477,802.163,G,14.716,6.157133757467087e-08,82.87,5948.0,2386.0,0.0158,0.025893926918352052,125.68466867414548,779.7788503845404,140.04923106620302
4741,Kepler-991,83.02035,11.86823,389.561,G,15.626,1.504861667966759e-06,89.99,4392.0,260.0,0.797,1.228129225002136e-05,46.32626877841059,378.40824357958826,80.11773045388564
4742,Kepler-992,77.61384,18.69367,259.639,G,13.557,6.49165519783341e-07,86.39,4944.0,510.0,0.516,0.00011323139454493142,52.754395789747804,240.2174097646645,83.21646526868291
4743,Kepler-993,76.83877,12.19619,324.423,G,16.608,6.302577861974185e-07,89.41,3843.0,352.0,0.401,7.038645880177213e-05,72.20131521708886,308.7715317993642,68.53753832898269
4744,Kepler-994,78.59578,15.69417,188.158,G,15.046,8.581202165918698e-08,89.8,3934.0,957.0,0.0941,0.0035019531265139347,35.817387942030535,177.56695072234086,50.897207155008545
4745,Kepler-995,69.3739,15.46273,609.638,G,15.173,8.246680725552375e-07,89.99,5206.0,517.0,0.279,9.726251992295097e-05,206.98267963913898,549.9077635012891,162.53649748414009
4746,Kepler-996,73.98536,11.39157,1216.58,G,14.717,2.2980168512121256e-07,89.02,6014.0,1272.0,0.039,0.002001219611368994,329.0217958512776,1146.329808710902,240.29049901239748
4747,Kepler-997,81.06648,16.58282,467.568,G,11.521,1.924710316310578e-07,89.93,6150.0,1709.0,0.0849,0.005963040894998149,69.58797121424219,442.68492999587266,133.44437658003844
4748,Kepler-998,82.53844,11.86453,986.364,G,14.463,3.034933647381415e-07,88.77,6058.0,1020.0,0.0635,0.0008036808331972485,125.3537520269476,957.1178763362233,202.79484250445006
4749,Kepler-999,80.84112,8.68742,545.063,G,12.364,3.3015811723110917e-07,85.77,6237.0,1355.0,0.125,0.002227687175266392,85.76376767808632,531.9401175009838,82.32837612693957
4750,L 168-9,321.95595,-53.55913,25.1496,M,11.005,1.0084124579158695e-07,84.27,3842.0,998.0,0.827,0.004552948344510809,11.76476867259737,-9.206219490269051,-20.232106191330196
4751,L 363-38,309.05357,-75.73754,10.2295,G,13.027,2.327105672113545e-07,0.0,3129.0,330.0,4.69,0.00012371817555345796,1.5878319096727729,-1.9570649113965803,-9.914199766456454
4752,L 98-59,281.81705,-17.5933,10.6194,M,11.685,1.0622267765834952e-07,87.71,3415.0,627.0,2.06,0.0011363374798287337,2.072998356573844,-9.908153111922363,-3.2098031223651904
4753,L 98-59,281.81705,-17.5933,10.6194,M,11.685,1.4738335923385785e-07,88.11,3415.0,553.0,2.86,0.0006876028896625077,2.072998356573844,-9.908153111922363,-3.2098031223651904
4754,L 98-59,281.81705,-17.5933,10.6194,M,11.685,2.3561944930149643e-07,88.449,3415.0,416.0,4.58,0.00022019653995878553,2.072998356573844,-9.908153111922363,-3.2098031223651904
4755,L 98-59,281.81705,-17.5933,10.6194,M,11.685,3.476114097719608e-07,0.0,3415.0,342.0,6.75,0.0001005869389972023,2.072998356573844,-9.908153111922363,-3.2098031223651904
4756,LHS 1140,115.40542,-78.05159,14.9861,M,14.15,4.5863374287904454e-07,89.86,3096.0,226.0,6.31,2.8394220365938516e-05,-1.3310729508772563,2.802548883290252,-14.661417317783826
4757,LHS 1140,115.40542,-78.05159,14.9861,M,14.15,1.308996940563869e-07,89.8,3096.0,422.0,1.8,0.00034518029518653087,-1.3310729508772563,2.802548883290252,-14.661417317783826
4758,LHS 1478,130.17165,15.4832,18.2276,m,13.304,8.959356837637149e-08,87.452,3381.0,595.0,1.01,0.0009591514327149833,-11.331532894964667,13.422524369954793,4.865963784113408
4759,LHS 1678,243.29836,-42.91686,19.8782,M,12.6,6.006841516143088e-08,88.53,3490.0,830.0,0.623,0.0031989736416008054,-6.541401787215229,-13.00520237240907,-13.535789934499682
4760,LHS 1678,243.29836,-42.91686,19.8782,M,12.6,1.5853407391273526e-07,88.82,3490.0,511.0,1.65,0.0004596019818080213,-6.541401787215229,-13.00520237240907,-13.535789934499682
4761,LHS 1678,243.29836,-42.91686,19.8782,M,12.6,1.9392547267612875e-07,88.31,3490.0,463.0,2.01,0.0003097578036344054,-6.541401787215229,-13.00520237240907,-13.535789934499682
4762,LHS 1815,263.55608,-28.57122,29.8424,M,12.167,1.9586472740289003e-07,88.125,3643.0,617.0,1.35,0.0008228183550401629,-2.9413741282621197,-26.04271219002747,-14.272151126756786
4763,LHS 3154,64.96653,47.88909,15.7606,M,17.65,1.0966485479835081e-07,0.0,2861.0,0.0,1.44,0.0,4.472057749071583,9.575750471033372,11.691972235917815
4764,LHS 3844,318.24947,-43.90616,14.8846,M,15.24,3.015541100113802e-08,88.5,3036.0,805.0,0.418,0.004942838862158609,8.000657248152923,-7.140992576795652,-10.322161875098043
4765,LHS 475,311.28216,-27.83616,12.4814,M,13.0,9.875654696031856e-08,87.194,3300.0,586.0,1.63,0.0009943395286532576,7.281944037249552,-8.294069907919319,-5.828125029622556
4766,LP 714-47,206.04093,-39.7342,52.616,M,12.492,2.0216730526486422e-07,87.3,3950.0,700.0,0.793,0.0009862880644587106,-36.3549159064983,-17.763637039201363,-33.63356574273609
4767,LP 791-18,268.56582,39.10605,26.4927,M,16.91,4.741477806931348e-08,88.37,2960.0,564.0,0.369,0.0013181036774588737,-0.5145319159740978,-20.551360261124312,16.710475804564165
4768,LP 791-18,268.56582,39.10605,26.4927,M,16.91,1.435533311485043e-07,89.78,2960.0,324.0,1.12,0.00014355330531902008,-0.5145319159740978,-20.551360261124312,16.710475804564165
4769,LP 791-18,268.56582,39.10605,26.4927,M,16.91,9.657488539271212e-08,89.34,2960.0,396.0,0.752,0.0003203420123724696,-0.5145319159740978,-20.551360261124312,16.710475804564165
4770,LP 890-9,226.91411,-44.9483,32.4298,M,18.0,9.090256531693535e-08,89.67,2850.0,396.0,0.578,0.0003727359685699158,-15.67838158115345,-16.762556283912904,-22.910630411763012
4771,LP 890-9,226.91411,-44.9483,32.4298,M,18.0,1.9314977078542424e-07,89.287,2850.0,272.0,1.23,8.296524043148537e-05,-15.67838158115345,-16.762556283912904,-22.910630411763012
4772,LSPM J2116+0234,53.9463,-30.34854,17.6297,M,11.961,4.2469678516072193e-07,0.0,3475.0,0.0,4.97,0.0,8.954016592530689,12.299887579809347,-8.907562768498291
4773,LTT 1445 A,200.48712,-58.07573,6.86929,M,10.59,1.066590099718708e-07,89.203,3340.0,555.0,3.2,0.0007624055782930991,-3.402715911270961,-1.271351567308336,-5.830294565764759
4774,LTT 1445 A,200.48712,-58.07573,6.86929,M,10.59,1.2900892069779465e-07,87.43,3340.0,508.0,3.87,0.0005351419315854542,-3.402715911270961,-1.271351567308336,-5.830294565764759
4775,LTT 3780,254.20063,36.30503,21.9814,M,13.14,5.793523496199347e-08,86.1,3358.0,903.0,0.544,0.005229115493644905,-4.823063684555939,-17.04506107382537,13.014833677165484
4776,LTT 3780,254.20063,36.30503,21.9814,M,13.14,3.670039570395737e-07,88.958,3358.0,359.0,3.44,0.0001306336396466474,-4.823063684555939,-17.04506107382537,13.014833677165484
4777,LTT 9779,348.06502,-74.1011,80.4373,G,9.79,8.140021715580503e-08,76.39,5443.0,1978.0,0.209,0.017440214085949125,21.558720933853294,-4.556883291454127,-77.3602972955398
4778,LkCa 15,176.68976,-15.98175,158.152,G,12.025,7.126761120847731e-05,50.0,4194.0,0.0,92.9,0.0,-151.78566155229223,8.779124042320047,-43.54417334365824
4779,LkCa 15,176.68976,-15.98175,158.152,G,12.025,9.017534479439988e-05,50.0,4194.0,0.0,118.0,0.0,-151.78566155229223,8.779124042320047,-43.54417334365824
4780,Luhman 16 A,285.18822,5.29242,,G,0.0,1.706544159549933e-05,79.92,0.0,0.0,0.0,0.0,,,
4781,Lupus-TR-3,331.36717,10.95094,773.409,G,19.6202,2.2495354830430934e-07,88.3,5000.0,0.0,0.06,0.0,666.4663752401782,-363.8648167398712,146.92326940984526
4782,M62H,353.58151,7.31941,,G,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
4783,MASCARA-1,60.44831,-24.37543,182.273,A,8.28,1.9563201683567868e-07,88.45,7490.0,2594.0,0.221,0.014386416063486042,81.88510776624116,144.42726592410986,-75.22659445167994
4784,MASCARA-4,285.97627,-9.40158,170.696,A,8.191,2.2786243039445128e-07,88.5,7800.0,2100.0,0.275,0.005254105248415672,46.351150691900635,-161.8987112797792,-27.883732380787972
4785,MOA-2007-BLG-192L,4.03089,-3.38766,1000.0,G,0.0,3.0058448264799956e-06,0.0,0.0,0.0,0.62,0.0,995.7831977258394,70.17144869751,-59.091377667089795
4786,MOA-2007-BLG-400L,2.38132,-4.70081,6890.0,G,0.0,2.860400721972899e-05,0.0,0.0,34.0,0.856,inf,6860.893627738888,285.3159030252662,-564.6534019491806
4787,MOA-2008-BLG-310L,355.91449,-4.56257,7700.0,G,0.0,5.332950498593541e-06,0.0,0.0,0.0,0.143,0.0,7656.094163165705,-546.8495276288342,-612.517558011325
4788,MOA-2008-BLG-379L,0.37632,-3.11294,3300.0,K,0.0,1.3089969405638692e-05,0.0,0.0,0.0,0.818,0.0,3295.0595496706246,21.64233825402591,-179.2042781836298
4789,MOA-2009-BLG-266L,355.06999,-3.58099,3040.0,G,0.0,1.55140378140903e-05,0.0,0.0,0.0,1.05,0.0,3022.8396572292295,-260.7437657790008,-189.87652643141564
4790,MOA-2009-BLG-319L,4.20225,-3.01439,7050.0,G,0.0,9.841717738313533e-06,0.0,0.0,0.0,0.288,0.0,7021.318337734178,515.8906022644503,-370.73668107295066
4791,MOA-2009-BLG-387L,356.55645,-4.09632,5690.0,G,0.0,8.726646270425793e-06,52.0,0.0,0.0,0.316,0.0,5665.216902467468,-340.8973762434687,-406.45593471768916
4792,MOA-2010-BLG-073L,4.81028,-3.50129,2800.0,G,0.0,5.8662455484528944e-06,0.0,0.0,0.0,0.432,0.0,2784.929917897353,234.36030177279446,-170.99883436213267
4793,MOA-2010-BLG-117L,5.58745,-2.46794,3500.0,G,24.3,1.1732491096905789e-05,0.0,0.0,0.0,0.691,0.0,3480.1397049466086,340.46108375819745,-150.7112620222028
4794,MOA-2010-BLG-328L,359.836,-3.21385,810.0,G,0.0,4.4602858715509615e-06,0.0,0.0,0.0,1.14,0.0,808.7227525817873,-2.3148457838479377,-45.410912185667094
4795,MOA-2010-BLG-353L,3.59785,-2.90361,6430.0,G,0.0,8.338795325073536e-06,0.0,0.0,0.0,0.267,0.0,6409.088236736191,402.9842040922878,-325.7172162810619
4796,MOA-2010-BLG-477L,0.04599,-5.09503,2300.0,G,0.0,9.696273633806438e-06,0.0,5950.0,0.0,0.87,0.0,2290.9114389954316,1.8388621396207967,-204.2581632785144
4797,MOA-2011-BLG-028L,1.7258,-3.49568,7380.0,G,0.0,2.0071286421979323e-05,0.0,0.0,0.0,0.561,0.0,7362.927423321207,221.84503845936788,-449.9828194670328
4798,MOA-2011-BLG-262L,359.63064,-3.92442,7200.0,G,0.0,4.6057299760580574e-06,0.0,0.0,0.0,0.132,0.0,7182.9681787162945,-46.30599150860231,-492.77164965073405
4799,MOA-2011-BLG-291L,0.90149,-1.96921,4400.0,G,0.0,3.345214403663221e-06,0.0,0.0,0.0,0.157,0.0,4396.857229650386,69.1857231631843,-151.19470156563142
4800,MOA-2011-BLG-293L,1.52164,-1.65488,7720.0,G,0.0,5.332950498593541e-06,0.0,0.0,0.0,0.142,0.0,7714.058889725942,204.91528496369548,-222.946567204832
4801,MOA-2011-BLG-322L,3.62603,-2.80581,7560.0,G,0.0,2.084698831268384e-05,0.0,0.0,0.0,0.569,0.0,7535.820683466899,477.5508934182309,-370.06995396536024
4802,MOA-2012-BLG-006L,1.64069,-3.13158,5300.0,G,0.0,4.945099553241283e-05,0.0,0.0,0.0,1.92,0.0,5289.915995776804,151.5205026417429,-289.53461779878927
4803,MOA-2012-BLG-505L,358.10757,-2.88066,7210.0,G,0.0,4.363323135212897e-06,0.0,0.0,0.0,0.125,0.0,7196.961830312983,-237.795897987101,-362.3444823900443
