sy_vmag,elon,elat,st_spectype
11.833,129.65864,-7.09689,
11.833,129.65864,-7.09689,
11.833,129.65864,-7.09689,
11.833,129.65864,-7.09689,
12.867,123.98684,-5.38485,
12.867,123.98684,-5.38485,
12.867,123.98684,-5.38485,
12.867,123.98684,-5.38485,
12.867,123.98684,-5.38485,
12.867,123.98684,-5.38485,
12.867,123.98684,-5.38485,
12.867,123.98684,-5.38485,
12.867,123.98684,-5.38485,
12.867,123.98684,-5.38485,
12.867,123.98684,-5.38485,
12.867,123.98684,-5.38485,
12.867,123.98684,-5.38485,
12.867,123.98684,-5.38485,
12.867,123.98684,-5.38485,
10.345,127.78184,-3.9917,
10.345,127.78184,-3.9917,
10.345,127.78184,-3.9917,
10.345,127.78184,-3.9917,
10.345,127.78184,-3.9917,
10.345,127.78184,-3.9917,
10.345,127.78184,-3.9917,
12.235,128.77323,-3.4951,
12.235,128.77323,-3.4951,
12.235,128.77323,-3.4951,
12.235,128.77323,-3.4951,
12.235,128.77323,-3.4951,
12.235,128.77323,-3.4951,
12.413,132.33513,1.79898,
12.413,132.33513,1.79898,
13.102,128.59836,5.27026,
13.102,128.59836,5.27026,
13.102,128.59836,5.27026,
13.102,128.59836,5.27026,
13.102,128.59836,5.27026,
13.102,128.59836,5.27026,
13.102,128.59836,5.27026,
13.102,128.59836,5.27026,
13.102,128.59836,5.27026,
13.102,128.59836,5.27026,
13.102,128.59836,5.27026,
13.102,128.59836,5.27026,
13.102,128.59836,5.27026,
13.102,128.59836,5.27026,
13.102,128.59836,5.27026,
13.102,128.59836,5.27026,
13.102,128.59836,5.27026,
13.102,128.59836,5.27026,
13.102,128.59836,5.27026,
13.102,128.59836,5.27026,
13.102,128.59836,5.27026,
12.657,126.1438,4.77514,
12.657,126.1438,4.77514,
12.657,126.1438,4.77514,
12.657,126.1438,4.77514,
12.657,126.1438,4.77514,
12.657,126.1438,4.77514,
12.657,126.1438,4.77514,
12.657,126.1438,4.77514,
12.657,126.1438,4.77514,
12.398,207.37463,-4.82414,
12.398,207.37463,-4.82414,
12.398,207.37463,-4.82414,
12.398,207.37463,-4.82414,
12.398,207.37463,-4.82414,
12.398,207.37463,-4.82414,
12.398,207.37463,-4.82414,
12.398,207.37463,-4.82414,
12.398,207.37463,-4.82414,
13.024,175.13098,-1.44837,
13.024,175.13098,-1.44837,
13.024,175.13098,-1.44837,
13.024,175.13098,-1.44837,
13.024,175.13098,-1.44837,
13.024,175.13098,-1.44837,
13.024,175.13098,-1.44837,
13.024,175.13098,-1.44837,G9 V
13.024,175.13098,-1.44837,
13.024,175.13098,-1.44837,
13.024,175.13098,-1.44837,
13.024,175.13098,-1.44837,
13.024,175.13098,-1.44837,
13.024,175.13098,-1.44837,
13.024,175.13098,-1.44837,G9 V
13.024,175.13098,-1.44837,
13.024,175.13098,-1.44837,
13.024,175.13098,-1.44837,
13.024,175.13098,-1.44837,
13.024,175.13098,-1.44837,
13.024,175.13098,-1.44837,
13.024,175.13098,-1.44837,G9 V
13.024,175.13098,-1.44837,
13.024,175.13098,-1.44837,
13.024,175.13098,-1.44837,
13.024,175.13098,-1.44837,
13.024,175.13098,-1.44837,
13.024,175.13098,-1.44837,G9 V
13.024,175.13098,-1.44837,
13.024,175.13098,-1.44837,
13.024,175.13098,-1.44837,
13.024,175.13098,-1.44837,
13.024,175.13098,-1.44837,
11.138,208.27018,-2.46357,
11.138,208.27018,-2.46357,
11.138,208.27018,-2.46357,
11.138,208.27018,-2.46357,
13.329,204.75808,-3.45909,
13.329,204.75808,-3.45909,
13.329,204.75808,-3.45909,
13.329,204.75808,-3.45909,
12.656,208.80855,-0.53919,
12.656,208.80855,-0.53919,
12.656,208.80855,-0.53919,
12.656,208.80855,-0.53919,
13.341,207.3809,-0.5004,
13.341,207.3809,-0.5004,
13.341,207.3809,-0.5004,
13.341,207.3809,-0.5004,
13.341,207.3809,-0.5004,
12.998,206.05272,1.2184,
12.998,206.05272,1.2184,
12.998,206.05272,1.2184,
12.524,201.50812,-0.13184,
12.524,201.50812,-0.13184,
12.524,201.50812,-0.13184,
12.524,201.50812,-0.13184,
12.524,201.50812,-0.13184,
12.524,201.50812,-0.13184,
12.524,201.50812,-0.13184,
12.241,202.06717,0.134,
12.199,203.44318,1.86425,
12.199,203.44318,1.86425,
12.199,203.44318,1.86425,
12.199,203.44318,1.86425,
12.199,203.44318,1.86425,
10.971,199.83277,1.39558,
10.971,199.83277,1.39558,
10.971,199.83277,1.39558,
10.971,199.83277,1.39558,
10.971,199.83277,1.39558,
10.971,199.83277,1.39558,
10.971,199.83277,1.39558,
10.971,199.83277,1.39558,
10.971,199.83277,1.39558,
10.971,199.83277,1.39558,
10.971,199.83277,1.39558,
12.358,209.04195,5.3406,
12.358,209.04195,5.3406,
12.358,209.04195,5.3406,
12.358,209.04195,5.3406,
12.358,209.04195,5.3406,
12.358,209.04195,5.3406,
12.358,209.04195,5.3406,
12.358,209.04195,5.3406,
12.358,209.04195,5.3406,
12.358,209.04195,5.3406,
12.358,209.04195,5.3406,
12.358,209.04195,5.3406,
12.358,209.04195,5.3406,
12.428,202.29122,4.38148,
12.428,202.29122,4.38148,
12.428,202.29122,4.38148,
12.168,291.57009,-1.43933,
12.168,291.57009,-1.43933,
12.168,291.57009,-1.43933,
12.168,291.57009,-1.43933,
,269.88936,-4.16824,
,269.88936,-4.16824,
13.354,282.2432,0.47006,
13.354,282.2432,0.47006,
12.391,11.27793,-6.14691,
12.391,11.27793,-6.14691,
12.985,15.82137,-7.30329,
12.985,15.82137,-7.30329,
12.45,14.17474,-5.60023,
12.45,14.17474,-5.60023,
13.084,10.5773,-3.90737,
13.175,11.00482,-4.03689,
13.175,11.00482,-4.03689,
12.577,19.52754,-7.28846,
12.577,19.52754,-7.28846,
11.061,14.05708,-4.51408,
12.851,336.36104,-5.72499,
12.851,336.36104,-5.72499,M0.0
12.851,336.36104,-5.72499,
12.851,336.36104,-5.72499,
12.851,336.36104,-5.72499,
12.851,336.36104,-5.72499,
12.851,336.36104,-5.72499,
12.851,336.36104,-5.72499,
12.851,336.36104,-5.72499,
12.851,336.36104,-5.72499,M0.0
12.851,336.36104,-5.72499,
11.535,16.8672,-5.46462,
11.535,16.8672,-5.46462,
13.1547,20.14076,-6.65428,
13.1547,20.14076,-6.65428,
13.1547,20.14076,-6.65428,
12.977,18.17215,-4.35659,
12.977,18.17215,-4.35659,
12.977,18.17215,-4.35659,
12.977,18.17215,-4.35659,
12.977,18.17215,-4.35659,
12.977,18.17215,-4.35659,
11.803,13.44991,-1.95562,
11.806,15.32634,-1.96014,
11.806,15.32634,-1.96014,
11.806,15.32634,-1.96014,
11.806,15.32634,-1.96014,
12.99,19.36005,-1.57154,
12.99,19.36005,-1.57154,
12.403,13.02957,1.30322,
12.403,13.02957,1.30322,
12.403,13.02957,1.30322,
12.403,13.02957,1.30322,
12.403,13.02957,1.30322,
12.403,13.02957,1.30322,K5 V
12.264,12.91561,1.49761,
12.264,12.91561,1.49761,
12.92,14.44075,1.24964,
12.92,14.44075,1.24964,
12.09,15.25844,3.09857,
12.09,15.25844,3.09857,
12.09,15.25844,3.09857,
12.09,15.25844,3.09857,
12.09,15.25844,3.09857,
12.09,15.25844,3.09857,
15.565,169.30243,-1.75392,
15.565,169.30243,-1.75392,M0 V
15.565,169.30243,-1.75392,
15.565,169.30243,-1.75392,
15.565,169.30243,-1.75392,
15.565,169.30243,-1.75392,
15.565,169.30243,-1.75392,
11.873,15.44256,3.72566,
11.873,15.44256,3.72566,
11.873,15.44256,3.72566,
11.873,15.44256,3.72566,
12.571,19.24032,2.87184,
12.571,19.24032,2.87184,
9.543,19.66406,4.38938,
9.543,19.66406,4.38938,
9.543,19.66406,4.38938,
9.543,19.66406,4.38938,
9.543,19.66406,4.38938,
11.443,188.9569,-7.32923,
11.443,188.9569,-7.32923,
11.443,188.9569,-7.32923,
11.443,188.9569,-7.32923,
11.443,188.9569,-7.32923,
11.443,188.9569,-7.32923,
12.7,192.86689,-5.40849,
12.7,192.86689,-5.40849,
12.7,192.86689,-5.40849,
12.7,192.86689,-5.40849,
11.836,189.81665,-6.24176,
11.836,189.81665,-6.24176,
12.337,187.15529,-7.32374,
12.337,187.15529,-7.32374,
12.015,193.37684,-3.47128,
13.028,189.39384,-3.38409,
13.028,189.39384,-3.38409,
10.985,188.96395,-3.44652,
10.985,188.96395,-3.44652,
10.985,188.96395,-3.44652,
10.985,188.96395,-3.44652,
10.985,188.96395,-3.44652,
10.985,188.96395,-3.44652,
10.985,188.96395,-3.44652,
10.985,188.96395,-3.44652,
12.789,193.01173,-1.55949,
12.789,193.01173,-1.55949,
12.768,288.46423,6.45241,
12.768,288.46423,6.45241,
9.822,74.60046,-3.92156,
9.822,74.60046,-3.92156,
9.822,74.60046,-3.92156,
9.822,74.60046,-3.92156,
10.883,233.31618,-1.68296,K3
10.883,233.31618,-1.68296,
10.883,233.31618,-1.68296,K3
10.883,233.31618,-1.68296,
10.883,233.31618,-1.68296,
10.883,233.31618,-1.68296,K3
10.883,233.31618,-1.68296,K3
11.602,255.72373,-6.07195,F6 V
11.602,255.72373,-6.07195,F6 V
11.602,255.72373,-6.07195,F9 V
11.602,255.72373,-6.07195,F6 V
11.602,255.72373,-6.07195,
11.602,255.72373,-6.07195,F9 V
11.602,255.72373,-6.07195,
11.602,255.72373,-6.07195,
13.973,345.62843,-2.37937,
13.973,345.62843,-2.37937,G2 V
13.973,345.62843,-2.37937,G2 V
14.632,160.40247,-3.48106,M3.0 V
14.632,160.40247,-3.48106,M3.0 V
14.632,160.40247,-3.48106,M3.0 V
11.275,245.25972,-3.87591,G9 V
11.275,245.25972,-3.87591,
11.275,245.25972,-3.87591,G3
11.275,245.25972,-3.87591,
11.275,245.25972,-3.87591,
11.275,245.25972,-3.87591,
11.275,245.25972,-3.87591,
11.275,245.25972,-3.87591,
11.275,245.25972,-3.87591,G3
11.275,245.25972,-3.87591,
11.275,245.25972,-3.87591,
11.275,245.25972,-3.87591,
11.275,245.25972,-3.87591,
11.275,245.25972,-3.87591,
11.275,245.25972,-3.87591,
11.275,245.25972,-3.87591,G9 V
13.372,230.30219,-0.05449,M0.5 V
13.372,230.30219,-0.05449,M0.5 V
11.97,183.8474,-5.7495,
16.414,182.44793,-6.04319,
10.971,182.9761,-4.04845,
10.971,182.9761,-4.04845,
11.78,184.70113,-2.13766,
11.78,184.70113,-2.13766,
12.755,185.38279,0.59807,
14.792,181.95282,-0.41675,
14.857,192.1334,-5.73127,
14.857,192.1334,-5.73127,
13.497,186.34039,-7.51491,
12.646,186.67226,-6.91389,
16.21,64.13791,-5.82461,M4.5
16.21,64.13791,-5.82461,
16.21,64.13791,-5.82461,M4.5
16.21,64.13791,-5.82461,M4.5 V
16.21,64.13791,-5.82461,M4.5
16.21,64.13791,-5.82461,
14.314,188.182,-6.23938,
15.66,193.16309,-3.6246,
12.93,185.48323,-6.6812,
15.002,188.10812,-3.44147,
15.002,188.10812,-3.44147,
14.238,186.95993,-2.12657,
14.238,186.95993,-2.12657,
13.662,190.42863,0.82606,
13.716,188.36993,1.48797,
13.361,187.46292,1.96135,
12.511,185.621,4.13959,
12.511,185.621,4.13959,
14.528,93.82116,1.21239,
14.528,93.82116,1.21239,M1 V
14.528,93.82116,1.21239,M1.0 V
14.528,93.82116,1.21239,
14.528,93.82116,1.21239,
14.528,93.82116,1.21239,
12.624,77.36765,-5.99772,
12.624,77.36765,-5.99772,F6 V
12.624,77.36765,-5.99772,F6 V
12.624,77.36765,-5.99772,F6 V
12.624,77.36765,-5.99772,F6 V
10.612,164.16722,-6.21057,G7 IV/V
10.612,164.16722,-6.21057,
10.612,164.16722,-6.21057,
10.612,164.16722,-6.21057,
10.612,164.16722,-6.21057,
10.612,164.16722,-6.21057,G7 IV/V
10.612,164.16722,-6.21057,G7 IV/V
11.568,127.97982,-2.68033,
11.568,127.97982,-2.68033,
11.568,127.97982,-2.68033,
11.568,127.97982,-2.68033,G9 V
16.701,128.48372,1.6136,M2.5 V
16.701,128.48372,1.6136,
16.701,128.48372,1.6136,
16.701,128.48372,1.6136,M2.5 V
11.187,337.916,-6.36335,
11.187,337.916,-6.36335,G8 V
11.187,337.916,-6.36335,
11.187,337.916,-6.36335,
11.187,337.916,-6.36335,
11.187,337.916,-6.36335,
11.625,159.24407,-7.72367,
11.625,159.24407,-7.72367,
11.625,159.24407,-7.72367,
11.625,159.24407,-7.72367,
11.625,159.24407,-7.72367,
11.625,159.24407,-7.72367,
11.625,159.24407,-7.72367,
13.848,132.7793,-5.33795,
13.848,132.7793,-5.33795,
13.848,132.7793,-5.33795,
13.848,132.7793,-5.33795,
13.848,132.7793,-5.33795,
13.848,132.7793,-5.33795,
13.848,132.7793,-5.33795,
13.848,132.7793,-5.33795,
13.848,132.7793,-5.33795,
13.848,132.7793,-5.33795,
13.848,132.7793,-5.33795,
13.848,132.7793,-5.33795,
13.848,132.7793,-5.33795,
13.848,132.7793,-5.33795,
13.848,132.7793,-5.33795,
13.848,132.7793,-5.33795,
11.784,129.10763,-5.14026,
11.784,129.10763,-5.14026,
11.784,129.10763,-5.14026,
11.784,129.10763,-5.14026,
12.689,171.71716,-2.23354,
12.689,171.71716,-2.23354,
12.689,171.71716,-2.23354,
12.689,171.71716,-2.23354,
12.689,171.71716,-2.23354,
12.689,171.71716,-2.23354,
12.689,171.71716,-2.23354,
12.689,171.71716,-2.23354,
12.689,171.71716,-2.23354,
13.847,130.01584,-4.34206,
13.847,130.01584,-4.34206,
13.847,130.01584,-4.34206,
13.847,130.01584,-4.34206,
13.847,130.01584,-4.34206,
13.847,130.01584,-4.34206,
13.847,130.01584,-4.34206,
13.847,130.01584,-4.34206,
13.847,130.01584,-4.34206,
13.845,123.71439,-3.32077,
13.845,123.71439,-3.32077,
13.845,123.71439,-3.32077,
13.845,123.71439,-3.32077,
13.845,123.71439,-3.32077,
13.845,123.71439,-3.32077,
13.872,130.21122,-0.14617,
13.872,130.21122,-0.14617,
13.872,130.21122,-0.14617,
13.872,130.21122,-0.14617,
13.872,130.21122,-0.14617,
13.872,130.21122,-0.14617,
13.872,130.21122,-0.14617,
13.246,127.22032,0.5626,
13.246,127.22032,0.5626,
13.246,127.22032,0.5626,
13.246,127.22032,0.5626,
13.246,127.22032,0.5626,
13.246,127.22032,0.5626,
13.246,127.22032,0.5626,
13.246,127.22032,0.5626,
13.181,126.41796,1.78867,
13.181,126.41796,1.78867,
13.181,126.41796,1.78867,
13.181,126.41796,1.78867,
13.181,126.41796,1.78867,
13.181,126.41796,1.78867,
13.181,126.41796,1.78867,
13.181,126.41796,1.78867,
11.974,129.01842,2.54522,
11.974,129.01842,2.54522,
11.974,129.01842,2.54522,
11.974,129.01842,2.54522,
11.974,129.01842,2.54522,
11.974,129.01842,2.54522,
11.974,129.01842,2.54522,
11.974,129.01842,2.54522,
11.974,129.01842,2.54522,
11.974,129.01842,2.54522,
11.974,129.01842,2.54522,
11.974,129.01842,2.54522,
11.974,129.01842,2.54522,
11.974,129.01842,2.54522,
14.654,122.86709,3.20363,
14.654,122.86709,3.20363,
14.654,122.86709,3.20363,
14.654,122.86709,3.20363,
10.364,206.26332,-6.23204,
10.364,206.26332,-6.23204,
10.364,206.26332,-6.23204,
10.364,206.26332,-6.23204,
10.364,206.26332,-6.23204,
10.364,206.26332,-6.23204,
10.364,206.26332,-6.23204,
13.446,206.89057,-4.44182,
13.446,206.89057,-4.44182,
13.446,206.89057,-4.44182,
13.446,206.89057,-4.44182,
11.491,205.16518,3.96941,
11.491,205.16518,3.96941,
11.491,205.16518,3.96941,
11.491,205.16518,3.96941,
16.526,334.50552,2.0401,
16.526,334.50552,2.0401,
16.526,334.50552,2.0401,M4
16.526,334.50552,2.0401,
16.526,334.50552,2.0401,M4
16.526,334.50552,2.0401,
16.526,334.50552,2.0401,
12.524,289.91288,-0.2892,
12.524,289.91288,-0.2892,
12.524,289.91288,-0.2892,
12.524,289.91288,-0.2892,
12.524,289.91288,-0.2892,
15.048,17.7343,0.33372,
15.048,17.7343,0.33372,
15.048,17.7343,0.33372,
14.21,15.4555,2.06947,
14.21,15.4555,2.06947,
14.21,15.4555,2.06947,
14.21,15.4555,2.06947,
14.364,15.8975,3.72545,
14.364,15.8975,3.72545,
14.364,15.8975,3.72545,
13.265,79.80354,-2.80098,
13.265,79.80354,-2.80098,
13.265,79.80354,-2.80098,
12.075,350.75081,5.39821,
12.075,350.75081,5.39821,K2 V
12.075,350.75081,5.39821,
12.075,350.75081,5.39821,K2 V
12.075,350.75081,5.39821,K2 V
12.075,350.75081,5.39821,K2 V
12.881,235.12456,2.34158,M0 V
11.41,236.18525,-3.14854,
,57.39635,-1.34567,
,57.39635,-1.34567,M3 V
14.81,247.44653,5.83698,
14.81,247.44653,5.83698,
14.81,247.44653,5.83698,
14.81,247.44653,5.83698,
12.532,65.23834,3.28079,
12.532,65.23834,3.28079,
12.532,65.23834,3.28079,G7 V
12.532,65.23834,3.28079,
12.532,65.23834,3.28079,G7 V
12.532,65.23834,3.28079,G7 V
12.532,65.23834,3.28079,K1 V
12.532,65.23834,3.28079,
12.532,65.23834,3.28079,
11.114,237.29599,-0.66005,
11.114,237.29599,-0.66005,
11.114,237.29599,-0.66005,
11.114,237.29599,-0.66005,
10.014,77.40225,-1.30047,
10.014,77.40225,-1.30047,
10.014,77.40225,-1.30047,
9.885,207.12586,0.54081,G3 V
13.44,349.91239,-2.21244,
12.649,349.69692,-3.83493,
13.8941,20.6707,-1.35564,K5 V
13.8941,20.6707,-1.35564,
13.8941,20.6707,-1.35564,K5 V
13.8941,20.6707,-1.35564,
13.8941,20.6707,-1.35564,
12.168,173.53343,-4.37792,M0 V
12.168,173.53343,-4.37792,
12.168,173.53343,-4.37792,M V
12.168,173.53343,-4.37792,
12.168,173.53343,-4.37792,
12.168,173.53343,-4.37792,
12.168,173.53343,-4.37792,M0.0&plusmn;0.5 V
12.168,173.53343,-4.37792,
12.168,173.53343,-4.37792,
12.168,173.53343,-4.37792,
12.168,173.53343,-4.37792,
12.168,173.53343,-4.37792,M0 V
12.168,173.53343,-4.37792,
12.168,173.53343,-4.37792,
12.168,173.53343,-4.37792,M0.0 V
12.168,173.53343,-4.37792,M0 V
12.168,173.53343,-4.37792,M V
12.168,173.53343,-4.37792,M0.0&plusmn;0.5 V
12.168,173.53343,-4.37792,
12.168,173.53343,-4.37792,
12.168,173.53343,-4.37792,M0.0 V
12.168,173.53343,-4.37792,
12.168,173.53343,-4.37792,
12.168,173.53343,-4.37792,
12.168,173.53343,-4.37792,M0 V
12.168,173.53343,-4.37792,
12.168,173.53343,-4.37792,
12.168,173.53343,-4.37792,
12.168,173.53343,-4.37792,M0.0&plusmn;0.5 V
12.168,173.53343,-4.37792,
12.168,173.53343,-4.37792,
12.168,173.53343,-4.37792,
12.168,173.53343,-4.37792,
12.168,173.53343,-4.37792,M0 V
12.168,173.53343,-4.37792,M V
12.168,173.53343,-4.37792,
12.168,173.53343,-4.37792,
12.168,173.53343,-4.37792,
12.168,173.53343,-4.37792,
12.168,173.53343,-4.37792,M0.0 V
12.168,173.53343,-4.37792,M0 V
13.547,55.51261,3.25479,
13.547,55.51261,3.25479,G6 V
13.547,55.51261,3.25479,G6 V
13.547,55.51261,3.25479,G6 V
13.547,55.51261,3.25479,
13.547,55.51261,3.25479,G
13.547,55.51261,3.25479,
13.547,55.51261,3.25479,G8 V
13.547,55.51261,3.25479,
13.547,55.51261,3.25479,
15.072,78.74188,-6.57068,
15.072,78.74188,-6.57068,
10.802,247.58459,-1.99957,
10.802,247.58459,-1.99957,
10.802,247.58459,-1.99957,G7 V
10.802,247.58459,-1.99957,G7 V
10.802,247.58459,-1.99957,
10.802,247.58459,-1.99957,
9.452,138.23096,-1.0467,
17.67,231.05402,-2.16314,M(3.5+/-0.5) V
17.14,236.89375,-3.90309,
17.14,236.89375,-3.90309,
17.74,231.83663,-2.89688,
15.8,234.45559,1.36891,
12.213,166.66985,-2.40955,
12.304,253.44293,2.89203,
12.304,253.44293,2.89203,
12.304,253.44293,2.89203,
12.304,253.44293,2.89203,G9 V
12.304,253.44293,2.89203,
12.304,253.44293,2.89203,
12.304,253.44293,2.89203,
12.304,253.44293,2.89203,
12.304,253.44293,2.89203,
12.304,253.44293,2.89203,
12.304,253.44293,2.89203,
12.304,253.44293,2.89203,
12.304,253.44293,2.89203,
12.304,253.44293,2.89203,
12.304,253.44293,2.89203,
12.304,253.44293,2.89203,
12.304,253.44293,2.89203,
12.304,253.44293,2.89203,G9 V
12.304,253.44293,2.89203,
12.304,253.44293,2.89203,
12.304,253.44293,2.89203,
12.304,253.44293,2.89203,
12.304,253.44293,2.89203,G9 V
12.304,253.44293,2.89203,
12.304,253.44293,2.89203,
12.304,253.44293,2.89203,
12.304,253.44293,2.89203,
12.304,253.44293,2.89203,
12.304,253.44293,2.89203,
12.304,253.44293,2.89203,
12.304,253.44293,2.89203,
17.81,162.52838,-1.67798,
13.677,157.22394,-6.82396,
13.677,157.22394,-6.82396,
13.963,156.59733,-4.65108,
14.935,158.62684,-2.20776,
15.223,156.75152,-2.33299,
17.77,351.36634,-4.64293,
15.982,352.82074,4.55554,
12.697,349.82115,-1.23386,
15.838,244.20822,1.6971,
15.838,244.20822,1.6971,
15.838,244.20822,1.6971,M3.3
15.838,244.20822,1.6971,M3
15.838,244.20822,1.6971,
9.608,126.34456,-7.23815,
9.608,126.34456,-7.23815,
9.608,126.34456,-7.23815,
9.608,126.34456,-7.23815,
9.608,126.34456,-7.23815,
9.608,126.34456,-7.23815,
11.305,131.50071,-4.3257,
11.305,131.50071,-4.3257,
11.305,131.50071,-4.3257,
,134.13996,-2.43763,
,134.13996,-2.43763,
,134.13996,-2.43763,
12.073,134.70439,-1.27063,
12.073,134.70439,-1.27063,
12.073,134.70439,-1.27063,
12.073,134.70439,-1.27063,
11.842,134.1042,-0.28211,
11.842,134.1042,-0.28211,
11.842,134.1042,-0.28211,
11.842,134.1042,-0.28211,
12.556,127.49438,-1.93754,
12.556,127.49438,-1.93754,
12.556,127.49438,-1.93754,
12.556,127.49438,-1.93754,
12.803,131.53393,-0.54937,
12.803,131.53393,-0.54937,
12.803,131.53393,-0.54937,
12.803,131.53393,-0.54937,
12.385,125.88859,-1.95805,
12.385,125.88859,-1.95805,
12.385,125.88859,-1.95805,
12.385,125.88859,-1.95805,
13.322,122.69535,-2.59984,
13.322,122.69535,-2.59984,
13.322,122.69535,-2.59984,
14.487,127.58096,0.32987,
14.487,127.58096,0.32987,
11.447,124.42388,3.17545,F9 V
11.447,124.42388,3.17545,
11.447,124.42388,3.17545,
11.447,124.42388,3.17545,
11.447,124.42388,3.17545,
11.447,124.42388,3.17545,
11.447,124.42388,3.17545,
11.447,124.42388,3.17545,F
11.447,124.42388,3.17545,
11.447,124.42388,3.17545,
11.447,124.42388,3.17545,
11.447,124.42388,3.17545,
11.447,124.42388,3.17545,
11.447,124.42388,3.17545,
14.428,125.5203,0.1912,
14.428,125.5203,0.1912,
14.428,125.5203,0.1912,
12.725,127.64431,1.61308,
12.725,127.64431,1.61308,
12.725,127.64431,1.61308,
11.338,129.66454,3.5399,
11.338,129.66454,3.5399,
16.01,130.561,4.07059,
16.01,130.561,4.07059,
16.01,130.561,4.07059,
16.01,130.561,4.07059,
16.01,130.561,4.07059,
13.423,132.44511,4.79889,
13.423,132.44511,4.79889,
13.423,132.44511,4.79889,
15.72,129.14306,3.96497,
15.72,129.14306,3.96497,
15.72,129.14306,3.96497,
11.903,122.89047,3.23937,
11.903,122.89047,3.23937,
11.903,122.89047,3.23937,
11.903,122.89047,3.23937,
11.903,122.89047,3.23937,
15.15,123.08721,3.9394,
15.15,123.08721,3.9394,
15.15,123.08721,3.9394,
12.572,126.81145,6.05619,
12.572,126.81145,6.05619,
12.572,126.81145,6.05619,
12.572,126.81145,6.05619,
12.572,126.81145,6.05619,
14.585,203.07656,-5.90154,
14.585,203.07656,-5.90154,
14.585,203.07656,-5.90154,
14.166,170.39606,-2.7376,
14.166,170.39606,-2.7376,
14.166,170.39606,-2.7376,
14.166,170.39606,-2.7376,
14.166,170.39606,-2.7376,K4 V
14.166,170.39606,-2.7376,
14.166,170.39606,-2.7376,
14.166,170.39606,-2.7376,
14.166,170.39606,-2.7376,
14.166,170.39606,-2.7376,K4 V
14.166,170.39606,-2.7376,
14.166,170.39606,-2.7376,
13.449,207.37298,-3.72145,
13.449,207.37298,-3.72145,
13.449,207.37298,-3.72145,
13.449,207.37298,-3.72145,
14.195,208.96098,-0.74719,
14.195,208.96098,-0.74719,
14.195,208.96098,-0.74719,
14.195,208.96098,-0.74719,
11.125,137.06998,2.88875,
11.125,137.06998,2.88875,
11.125,137.06998,2.88875,
11.125,137.06998,2.88875,
11.125,137.06998,2.88875,
12.337,200.8339,6.30918,
12.337,200.8339,6.30918,
15.296,128.86778,-8.16913,
15.296,128.86778,-8.16913,
13.707,123.75892,-5.96872,
13.268,127.21099,-4.96509,
13.748,129.90687,-1.49011,
13.699,130.91254,1.515,
11.726,168.78339,-0.61901,
11.726,168.78339,-0.61901,K2 V
11.726,168.78339,-0.61901,
11.726,168.78339,-0.61901,
11.726,168.78339,-0.61901,
11.726,168.78339,-0.61901,
11.726,168.78339,-0.61901,
11.726,168.78339,-0.61901,
11.726,168.78339,-0.61901,
11.726,168.78339,-0.61901,K2 V
11.726,168.78339,-0.61901,
11.726,168.78339,-0.61901,
11.726,168.78339,-0.61901,
11.726,168.78339,-0.61901,
11.726,168.78339,-0.61901,
11.372,241.09563,-0.66151,
11.372,241.09563,-0.66151,
11.372,241.09563,-0.66151,
11.372,241.09563,-0.66151,
11.372,241.09563,-0.66151,
12.636,245.25208,1.85999,
12.636,245.25208,1.85999,
12.636,245.25208,1.85999,
13.794,334.60927,-3.70355,
13.794,334.60927,-3.70355,
13.794,334.60927,-3.70355,
13.581,330.60524,0.09746,
13.581,330.60524,0.09746,
13.581,330.60524,0.09746,
13.581,330.60524,0.09746,
13.581,330.60524,0.09746,
13.581,330.60524,0.09746,
13.581,330.60524,0.09746,
11.789,328.02961,1.36555,
11.789,328.02961,1.36555,
11.789,328.02961,1.36555,
11.789,328.02961,1.36555,
12.573,246.00734,-3.53173,
12.573,246.00734,-3.53173,
12.573,246.00734,-3.53173,G3 V
12.573,246.00734,-3.53173,
12.573,246.00734,-3.53173,
12.573,246.00734,-3.53173,G3 V
12.573,246.00734,-3.53173,
12.573,246.00734,-3.53173,
12.573,246.00734,-3.53173,
12.573,246.00734,-3.53173,
12.573,246.00734,-3.53173,
12.573,246.00734,-3.53173,
12.573,246.00734,-3.53173,
12.573,246.00734,-3.53173,
12.573,246.00734,-3.53173,G3 V
12.573,246.00734,-3.53173,
11.109,69.1818,-2.01925,G8
11.109,69.1818,-2.01925,
11.109,69.1818,-2.01925,
14.492,127.47375,-6.99417,
14.492,127.47375,-6.99417,
14.492,127.47375,-6.99417,
14.492,127.47375,-6.99417,
14.492,127.47375,-6.99417,
14.492,127.47375,-6.99417,
13.589,129.71714,-4.98275,
13.589,129.71714,-4.98275,
13.589,129.71714,-4.98275,
13.589,129.71714,-4.98275,
10.47,122.28193,-6.11425,
10.47,122.28193,-6.11425,
12.783,134.91265,-0.0049,
12.783,134.91265,-0.0049,G3
12.783,134.91265,-0.0049,
12.783,134.91265,-0.0049,G3
13.164,127.53357,2.0417,
13.164,127.53357,2.0417,
13.164,127.53357,2.0417,
13.164,127.53357,2.0417,
10.415,128.26836,7.09525,
10.415,128.26836,7.09525,G1
14.107,205.63955,-2.34459,
14.107,205.63955,-2.34459,
14.107,205.63955,-2.34459,
16.029,207.34882,-0.62842,
16.029,207.34882,-0.62842,
16.029,207.34882,-0.62842,
