sy_vmag,elon,elat,st_spectype
13.265,281.60018,-4.26488,
13.265,281.60018,-4.26488,
11.344,242.63504,-2.55161,
11.344,242.63504,-2.55161,
11.344,242.63504,-2.55161,
11.344,242.63504,-2.55161,
11.344,242.63504,-2.55161,G2 V
11.344,242.63504,-2.55161,G2 V
11.344,242.63504,-2.55161,G2 V
11.344,242.63504,-2.55161,G2 V
11.344,242.63504,-2.55161,
11.344,242.63504,-2.55161,
11.344,242.63504,-2.55161,
11.688,282.01769,-3.65837,
11.688,282.01769,-3.65837,
12.883,286.79284,1.38671,
12.883,286.79284,1.38671,
12.883,286.79284,1.38671,
12.883,286.79284,1.38671,
12.883,286.79284,1.38671,
12.883,286.79284,1.38671,
12.883,286.79284,1.38671,
12.883,286.79284,1.38671,
12.883,286.79284,1.38671,
12.883,286.79284,1.38671,
12.883,286.79284,1.38671,
12.977,286.38806,2.82696,
12.977,286.38806,2.82696,
12.977,286.38806,2.82696,
12.689,281.42093,4.5847,
12.689,281.42093,4.5847,
12.689,281.42093,4.5847,
16.12,19.21448,-7.31166,M4 V
16.12,19.21448,-7.31166,
16.12,19.21448,-7.31166,M4 V
16.12,19.21448,-7.31166,
16.12,19.21448,-7.31166,M4 V
16.12,19.21448,-7.31166,
16.12,19.21448,-7.31166,M4 V
16.12,19.21448,-7.31166,M4 V
16.12,19.21448,-7.31166,
16.12,19.21448,-7.31166,
14.645,13.88315,0.4263,
14.645,13.88315,0.4263,
13.241,19.53934,-0.68439,
13.241,19.53934,-0.68439,
13.241,19.53934,-0.68439,
16.147,22.2242,2.92623,
16.147,22.2242,2.92623,
16.147,22.2242,2.92623,
12.861,348.91684,-7.28311,
12.861,348.91684,-7.28311,G8
12.861,348.91684,-7.28311,
11.827,352.11672,-7.17662,G3
11.827,352.11672,-7.17662,
11.827,352.11672,-7.17662,G3
11.827,352.11672,-7.17662,
10.831,336.64162,0.05348,
10.831,336.64162,0.05348,
10.831,336.64162,0.05348,
10.831,336.64162,0.05348,
10.831,336.64162,0.05348,
10.831,336.64162,0.05348,
13.611,352.23256,-7.09053,
13.611,352.23256,-7.09053,
13.611,352.23256,-7.09053,G4
12.527,353.46818,-5.56692,G7
12.527,353.46818,-5.56692,
12.922,352.11819,-4.74071,
12.922,352.11819,-4.74071,G3
11.84,349.40525,4.46677,
11.84,349.40525,4.46677,
12.768,71.81919,-5.73665,
12.768,71.81919,-5.73665,
12.768,71.81919,-5.73665,
15.131,71.20391,-5.49823,
15.131,71.20391,-5.49823,K0
15.131,71.20391,-5.49823,
15.131,71.20391,-5.49823,K0
13.32,75.32834,-5.3942,
13.32,75.32834,-5.3942,G9
13.32,75.32834,-5.3942,
11.865,80.63301,-1.85412,
11.865,80.63301,-1.85412,G7
13.287,162.40901,-5.37019,
13.287,162.40901,-5.37019,G2
13.287,162.40901,-5.37019,
13.287,162.40901,-5.37019,G2
14.855,176.72777,-5.6721,
14.855,176.72777,-5.6721,
14.855,176.72777,-5.6721,
14.855,176.72777,-5.6721,
14.855,176.72777,-5.6721,
14.855,176.72777,-5.6721,
15.108,155.0166,-6.41124,M3
15.108,155.0166,-6.41124,
14.014,155.36862,-5.99874,K7
14.014,155.36862,-5.99874,
13.032,160.44886,-1.32717,
13.032,160.44886,-1.32717,G2
12.305,161.71887,2.7133,
12.305,161.71887,2.7133,G4
12.305,161.71887,2.7133,
14.622,157.24677,3.60297,
14.622,157.24677,3.60297,M1
12.816,160.78688,5.42597,
12.816,160.78688,5.42597,K0
12.816,160.78688,5.42597,
9.465,234.98306,-6.56003,
9.465,234.98306,-6.56003,G4
11.969,235.87601,-3.8932,G4
11.969,235.87601,-3.8932,
11.969,235.87601,-3.8932,G4
11.969,235.87601,-3.8932,
12.056,230.31312,0.1469,G7
12.056,230.31312,0.1469,
12.902,230.45583,1.56864,G4
12.902,230.45583,1.56864,
12.27,60.00572,-0.77899,
15.746,77.23502,-1.2526,
15.013,350.94028,-4.37808,
15.013,350.94028,-4.37808,
14.289,350.49933,-0.9176,
14.289,350.49933,-0.9176,
15.33,136.06345,-4.35234,
15.33,136.06345,-4.35234,M5 V
14.794,348.05247,-0.52098,M V
13.909,346.99478,-5.3267,M V
16.52,133.61205,-3.6124,
16.52,133.61205,-3.6124,
16.52,133.61205,-3.6124,
16.52,133.61205,-3.6124,
16.52,133.61205,-3.6124,
16.52,133.61205,-3.6124,
15.006,179.00009,-6.0703,
15.006,179.00009,-6.0703,
15.006,179.00009,-6.0703,
15.748,171.56366,-7.96273,
15.748,171.56366,-7.96273,
15.748,171.56366,-7.96273,
15.748,171.56366,-7.96273,
15.748,171.56366,-7.96273,
15.748,171.56366,-7.96273,
15.748,171.56366,-7.96273,
15.748,171.56366,-7.96273,
12.27,175.50002,-4.69279,
12.27,175.50002,-4.69279,
12.27,175.50002,-4.69279,
12.27,175.50002,-4.69279,
12.27,175.50002,-4.69279,
12.27,175.50002,-4.69279,
15.746,171.16735,-5.7364,
15.746,171.16735,-5.7364,
15.746,171.16735,-5.7364,
15.746,171.16735,-5.7364,
15.746,171.16735,-5.7364,
12.144,175.0926,-3.1105,
12.144,175.0926,-3.1105,
12.144,175.0926,-3.1105,
12.144,175.0926,-3.1105,
12.144,175.0926,-3.1105,
14.065,168.41119,-1.95654,
14.065,168.41119,-1.95654,
14.065,168.41119,-1.95654,
14.345,175.13948,1.46251,
14.345,175.13948,1.46251,
14.345,175.13948,1.46251,
15.668,176.15577,2.12366,
15.668,176.15577,2.12366,
15.668,176.15577,2.12366,
14.974,170.90415,-5.9612,
14.974,170.90415,-5.9612,K7.5 V
14.974,170.90415,-5.9612,
14.974,170.90415,-5.9612,
14.974,170.90415,-5.9612,
14.974,170.90415,-5.9612,
14.974,170.90415,-5.9612,
14.974,170.90415,-5.9612,K7.5 V
14.974,170.90415,-5.9612,
14.705,167.98527,1.34727,
14.705,167.98527,1.34727,
14.705,167.98527,1.34727,
15.93,248.86934,-3.2298,
15.93,248.86934,-3.2298,
15.93,248.86934,-3.2298,
15.93,248.86934,-3.2298,
12.634,245.86431,0.89854,
12.634,245.86431,0.89854,
12.634,245.86431,0.89854,
12.634,245.86431,0.89854,
12.634,245.86431,0.89854,
14.542,333.19059,-7.74815,
13.519,329.44981,-5.97399,
13.519,329.44981,-5.97399,
13.519,329.44981,-5.97399,
13.519,329.44981,-5.97399,
13.519,329.44981,-5.97399,
13.519,329.44981,-5.97399,
13.519,329.44981,-5.97399,
13.519,329.44981,-5.97399,
14.414,338.67398,-6.21467,
14.414,338.67398,-6.21467,
14.414,338.67398,-6.21467,
12.415,330.66253,-3.00933,
12.415,330.66253,-3.00933,
12.415,330.66253,-3.00933,
12.415,330.66253,-3.00933,
12.415,330.66253,-3.00933,
12.415,330.66253,-3.00933,
12.415,330.66253,-3.00933,
12.415,330.66253,-3.00933,
12.415,330.66253,-3.00933,
12.415,330.66253,-3.00933,
12.415,330.66253,-3.00933,
12.415,330.66253,-3.00933,
12.415,330.66253,-3.00933,
14.266,335.30613,-4.80296,
14.266,335.30613,-4.80296,
14.266,335.30613,-4.80296,
14.266,335.30613,-4.80296,
14.266,335.30613,-4.80296,
14.266,335.30613,-4.80296,
12.66,178.81407,-1.81863,
12.66,178.81407,-1.81863,
12.66,178.81407,-1.81863,
12.66,178.81407,-1.81863,
12.66,178.81407,-1.81863,
12.857,335.11252,-4.40681,
12.857,335.11252,-4.40681,
12.857,335.11252,-4.40681,G4 V
12.857,335.11252,-4.40681,
12.857,335.11252,-4.40681,
12.857,335.11252,-4.40681,
12.857,335.11252,-4.40681,
13.173,336.14333,-4.63464,
13.173,336.14333,-4.63464,
13.173,336.14333,-4.63464,
13.173,336.14333,-4.63464,
13.173,336.14333,-4.63464,
12.391,331.82378,-1.45969,
12.391,331.82378,-1.45969,
12.391,331.82378,-1.45969,
12.391,331.82378,-1.45969,
12.391,331.82378,-1.45969,
12.391,331.82378,-1.45969,
12.391,331.82378,-1.45969,
12.391,331.82378,-1.45969,
12.391,331.82378,-1.45969,
12.98,331.01057,-1.01899,
12.98,331.01057,-1.01899,
12.98,331.01057,-1.01899,
12.98,331.01057,-1.01899,
12.98,331.01057,-1.01899,
12.98,331.01057,-1.01899,
14.132,330.30897,-0.0714,
14.132,330.30897,-0.0714,
14.132,330.30897,-0.0714,
14.132,330.30897,-0.0714,
10.71,331.21961,0.12139,
10.71,331.21961,0.12139,
10.71,331.21961,0.12139,
10.71,331.21961,0.12139,
10.71,331.21961,0.12139,
11.71,329.74551,0.90579,
11.71,329.74551,0.90579,
11.71,329.74551,0.90579,
12.987,332.08829,0.17407,
12.987,332.08829,0.17407,
12.987,332.08829,0.17407,
12.987,332.08829,0.17407,
16.024,333.71265,-0.36872,
16.024,333.71265,-0.36872,
16.024,333.71265,-0.36872,
13.453,168.54059,-6.07886,
13.453,168.54059,-6.07886,
13.453,168.54059,-6.07886,
13.074,336.34743,-0.97253,
13.074,336.34743,-0.97253,
13.074,336.34743,-0.97253,
13.074,336.34743,-0.97253,
13.074,336.34743,-0.97253,
16.14,339.39194,-1.98096,
16.14,339.39194,-1.98096,
15.37,332.98522,0.85302,
15.37,332.98522,0.85302,
15.37,332.98522,0.85302,
15.37,332.98522,0.85302,
15.37,332.98522,0.85302,
15.37,332.98522,0.85302,
15.37,332.98522,0.85302,
15.37,332.98522,0.85302,
15.37,332.98522,0.85302,
11.345,333.55638,1.22851,
11.345,333.55638,1.22851,
11.345,333.55638,1.22851,
11.345,333.55638,1.22851,
11.345,333.55638,1.22851,
11.345,333.55638,1.22851,
12.715,338.17898,-0.22989,
12.715,338.17898,-0.22989,
12.715,338.17898,-0.22989,
12.715,338.17898,-0.22989,
12.803,337.65515,1.32132,
12.803,337.65515,1.32132,
12.803,337.65515,1.32132,
12.803,337.65515,1.32132,
12.803,337.65515,1.32132,
12.803,337.65515,1.32132,
12.803,337.65515,1.32132,
12.803,337.65515,1.32132,
12.224,55.89697,-6.84596,
12.224,55.89697,-6.84596,
12.224,55.89697,-6.84596,
12.224,55.89697,-6.84596,
12.224,55.89697,-6.84596,
12.224,55.89697,-6.84596,
12.152,56.14053,-5.93029,
12.152,56.14053,-5.93029,
12.152,56.14053,-5.93029,
12.152,56.14053,-5.93029,
12.152,56.14053,-5.93029,
12.152,56.14053,-5.93029,
14.801,170.72819,-4.30342,
14.801,170.72819,-4.30342,K3 V
14.801,170.72819,-4.30342,
14.801,170.72819,-4.30342,
14.801,170.72819,-4.30342,
14.801,170.72819,-4.30342,
14.801,170.72819,-4.30342,
14.801,170.72819,-4.30342,
14.801,170.72819,-4.30342,
14.801,170.72819,-4.30342,K3 V
14.801,170.72819,-4.30342,
12.694,59.7599,-6.68945,
12.694,59.7599,-6.68945,
12.694,59.7599,-6.68945,
12.694,59.7599,-6.68945,
12.694,59.7599,-6.68945,
12.694,59.7599,-6.68945,
12.694,59.7599,-6.68945,
12.694,59.7599,-6.68945,
14.314,58.47913,-5.4507,
14.314,58.47913,-5.4507,
14.314,58.47913,-5.4507,
14.314,58.47913,-5.4507,
14.522,60.99112,-4.9012,
14.522,60.99112,-4.9012,
14.522,60.99112,-4.9012,
14.522,60.99112,-4.9012,
14.522,60.99112,-4.9012,
14.522,60.99112,-4.9012,
14.522,60.99112,-4.9012,
13.386,57.36843,-3.01619,
13.386,57.36843,-3.01619,
13.386,57.36843,-3.01619,
13.386,57.36843,-3.01619,
12.416,61.16722,-1.97049,
12.416,61.16722,-1.97049,
12.416,61.16722,-1.97049,
12.416,61.16722,-1.97049,
12.416,61.16722,-1.97049,
12.416,61.16722,-1.97049,
12.416,61.16722,-1.97049,
13.041,53.89659,-0.11574,
13.041,53.89659,-0.11574,
13.041,53.89659,-0.11574,
14.136,67.54762,-2.7791,
14.136,67.54762,-2.7791,
14.136,67.54762,-2.7791,
14.136,67.54762,-2.7791,
15.523,56.95107,-0.36716,
15.523,56.95107,-0.36716,
15.523,56.95107,-0.36716,
14.162,59.37373,0.45285,
14.162,59.37373,0.45285,
14.162,59.37373,0.45285,
15.86,176.56525,-1.48035,M2.5 V
15.86,176.56525,-1.48035,
15.86,176.56525,-1.48035,
15.86,176.56525,-1.48035,
15.86,176.56525,-1.48035,
13.707,61.6949,2.01287,
13.707,61.6949,2.01287,
13.707,61.6949,2.01287,
13.707,61.6949,2.01287,
13.707,61.6949,2.01287,
13.707,61.6949,2.01287,
13.707,61.6949,2.01287,
13.707,61.6949,2.01287,
15.622,65.69434,2.99665,
15.622,65.69434,2.99665,
15.622,65.69434,2.99665,
15.622,65.69434,2.99665,
17.236,126.84979,0.43104,M3.0
17.236,126.84979,0.43104,
17.236,126.84979,0.43104,
17.236,126.84979,0.43104,
17.236,126.84979,0.43104,
17.236,126.84979,0.43104,
17.236,126.84979,0.43104,
17.236,126.84979,0.43104,
12.486,127.37677,-7.82671,
12.486,127.37677,-7.82671,
12.486,127.37677,-7.82671,
12.486,127.37677,-7.82671,
12.486,127.37677,-7.82671,
12.486,127.37677,-7.82671,
12.486,127.37677,-7.82671,
12.486,127.37677,-7.82671,
12.486,127.37677,-7.82671,
12.216,125.99048,-7.48585,
12.216,125.99048,-7.48585,
12.216,125.99048,-7.48585,F8 V
12.216,125.99048,-7.48585,
12.216,125.99048,-7.48585,
12.216,125.99048,-7.48585,
12.216,125.99048,-7.48585,
12.216,125.99048,-7.48585,
11.149,208.67834,5.9458,
11.149,208.67834,5.9458,
11.149,208.67834,5.9458,
11.149,208.67834,5.9458,
11.149,208.67834,5.9458,
11.149,208.67834,5.9458,G0 IV
10.632,18.38058,35.46533,
10.632,18.38058,35.46533,
10.632,18.38058,35.46533,
10.632,18.38058,35.46533,
10.632,18.38058,35.46533,
10.632,18.38058,35.46533,
10.632,18.38058,35.46533,
10.617,280.81335,-24.10886,
10.617,280.81335,-24.10886,G0 V
10.617,280.81335,-24.10886,
10.617,280.81335,-24.10886,G0 V
8.04,166.82841,-15.8438,
8.04,166.82841,-15.8438,
8.04,166.82841,-15.8438,
8.04,166.82841,-15.8438,
8.04,166.82841,-15.8438,
8.04,166.82841,-15.8438,
8.04,166.82841,-15.8438,
8.04,166.82841,-15.8438,
8.04,166.82841,-15.8438,
10.585,266.20695,59.97843,
10.585,266.20695,59.97843,
10.585,266.20695,59.97843,
10.585,266.20695,59.97843,
11.001,121.73173,-63.84631,
11.001,121.73173,-63.84631,
11.001,121.73173,-63.84631,G4
11.001,121.73173,-63.84631,
11.001,121.73173,-63.84631,G4
11.001,121.73173,-63.84631,G4
11.39,146.63935,-70.21664,
11.39,146.63935,-70.21664,
11.39,146.63935,-70.21664,
11.39,146.63935,-70.21664,
11.39,146.63935,-70.21664,
11.39,146.63935,-70.21664,
11.717,329.46431,46.38782,F7 V
11.717,329.46431,46.38782,
11.717,329.46431,46.38782,F7 V
11.717,329.46431,46.38782,F7 V
11.717,329.46431,46.38782,
9.234,124.63179,-5.52448,
9.234,124.63179,-5.52448,A
9.234,124.63179,-5.52448,
9.234,124.63179,-5.52448,A
10.16,170.96367,65.5647,
10.16,170.96367,65.5647,
10.16,170.96367,65.5647,
10.16,170.96367,65.5647,F4 V
10.16,170.96367,65.5647,F4 V
10.16,170.96367,65.5647,F4 V
9.857,112.01223,-14.19464,
9.857,112.01223,-14.19464,A8 V
9.857,112.01223,-14.19464,
9.857,112.01223,-14.19464,A8 V
8.68,92.30038,7.53916,
8.68,92.30038,7.53916,
8.68,92.30038,7.53916,
8.68,92.30038,7.53916,
8.68,92.30038,7.53916,
7.59,305.1407,51.69211,
7.59,305.1407,51.69211,A2 V
7.59,305.1407,51.69211,A2 V
7.59,305.1407,51.69211,A2 V
7.59,305.1407,51.69211,
7.59,305.1407,51.69211,A2
10.484,318.82096,50.29006,
10.484,318.82096,50.29006,A8 V
10.484,318.82096,50.29006,A8 V
10.484,318.82096,50.29006,
10.308,163.28248,75.11199,
10.308,163.28248,75.11199,G2 V
10.308,163.28248,75.11199,G2 V
10.308,163.28248,75.11199,
10.308,163.28248,75.11199,
8.34,122.6276,56.30298,
8.34,122.6276,56.30298,
8.34,122.6276,56.30298,F7
8.34,122.6276,56.30298,
8.34,122.6276,56.30298,
8.34,122.6276,56.30298,
8.34,122.6276,56.30298,
8.34,122.6276,56.30298,
9.816,136.3041,25.90195,
9.816,136.3041,25.90195,
9.816,136.3041,25.90195,
,,,
9.816,136.3041,25.90195,
9.816,136.3041,25.90195,
9.816,136.3041,25.90195,
9.816,136.3041,25.90195,
9.816,136.3041,25.90195,
9.98,149.24509,14.84508,
9.98,149.24509,14.84508,F
9.98,149.24509,14.84508,F
9.98,149.24509,14.84508,
10.371,181.00872,34.18175,
10.371,181.00872,34.18175,
10.371,181.00872,34.18175,
10.371,181.00872,34.18175,
10.371,181.00872,34.18175,F8
10.371,181.00872,34.18175,F8
10.371,181.00872,34.18175,
10.371,181.00872,34.18175,
8.56,80.07541,10.28088,
8.56,80.07541,10.28088,
8.56,80.07541,10.28088,F
8.56,80.07541,10.28088,
8.56,80.07541,10.28088,
8.56,80.07541,10.28088,
8.56,80.07541,10.28088,
8.56,80.07541,10.28088,F
8.56,80.07541,10.28088,
8.56,80.07541,10.28088,F
10.845,287.84551,46.74545,
10.845,287.84551,46.74545,
10.845,287.84551,46.74545,G2 V
10.845,287.84551,46.74545,
10.845,287.84551,46.74545,
10.845,287.84551,46.74545,G2 V
10.845,287.84551,46.74545,
10.845,287.84551,46.74545,
7.55,327.4748,56.07698,
7.55,327.4748,56.07698,B9.5-A0
7.55,327.4748,56.07698,
7.55,327.4748,56.07698,
7.55,327.4748,56.07698,B9.5-A0
7.55,327.4748,56.07698,B9.5-A0
15.829,303.63552,68.40274,
15.829,303.63552,68.40274,
15.829,303.63552,68.40274,
13.144,306.19978,68.10701,
15.592,304.32947,69.1483,
10.372,294.7638,60.75115,
14.32,309.36051,58.68276,
13.834,300.94012,62.12043,
13.834,300.94012,62.12043,
13.834,300.94012,62.12043,
13.834,300.94012,62.12043,
13.834,300.94012,62.12043,
13.834,300.94012,62.12043,
13.834,300.94012,62.12043,
13.929,316.88794,59.39572,
13.166,319.49325,62.10801,A
12.38,319.08287,62.50025,
14.411,293.09772,67.144,
14.411,293.09772,67.144,
14.027,318.62722,65.26643,
14.027,318.62722,65.26643,
14.027,318.62722,65.26643,
14.027,318.62722,65.26643,
14.027,318.62722,65.26643,
14.027,318.62722,65.26643,
14.027,318.62722,65.26643,
,268.62946,-5.65503,
,268.62946,-5.65503,
,268.62946,-5.65503,
,268.62946,-5.65503,
,266.80662,-2.86641,
,266.80662,-2.86641,
,266.80662,-2.86641,
,266.80662,-2.86641,
,266.80662,-2.86641,
,266.80662,-2.86641,
,266.77817,-2.63257,
,266.77817,-2.63257,
,272.41836,-1.44082,
,272.41836,-1.44082,
,268.919,-6.08227,
,268.47529,-6.61073,
,268.47529,-6.61073,
,268.47529,-6.61073,
,268.47529,-6.61073,
,268.47529,-6.61073,
,268.47529,-6.61073,
,268.47529,-6.61073,
,268.34604,-5.95612,
,268.34604,-5.95612,
,266.18874,-4.05294,
,266.51923,0.19215,
,266.51923,0.19215,
,269.84204,-3.54282,
,269.69002,-4.69477,
,269.69002,-4.69477,
,271.21836,-5.05688,
,271.21836,-5.05688,
,271.21836,-5.05688,
,265.56803,-10.4493,
,265.81672,-1.0012,
,265.81672,-1.0012,
,265.81672,-1.0012,
,266.53257,-1.74983,
,266.53257,-1.74983,
,269.24044,-9.70555,
,269.24044,-9.70555,
,273.90449,-1.94328,
,266.04253,-2.93843,
,265.10172,-4.63941,
,265.10172,-4.63941,
,265.14182,-4.69469,
,264.96569,-4.49179,
,264.96569,-4.49179,
,265.14641,-3.80266,
,265.14641,-3.80266,
,265.14641,-3.80266,
,268.15686,-7.22071,
,269.08428,-5.07735,
,269.08428,-5.07735,
,269.88157,-4.43883,
,269.88157,-4.43883,
,269.88157,-4.43883,
,264.43599,-10.20824,
,264.43599,-10.20824,
,264.43599,-10.20824,
,273.8425,-2.97747,
,273.8425,-2.97747,
,266.97079,-12.29937,
,266.97079,-12.29937,
,266.07642,-12.21965,
,266.07642,-12.21965,
,268.55054,1.27887,
,268.55054,1.27887,
,268.55054,1.27887,
,268.55054,1.27887,
,268.55054,1.27887,
,268.55054,1.27887,
,268.55054,1.27887,
,268.55054,1.27887,
,268.55054,1.27887,
,268.55054,1.27887,
,268.55054,1.27887,M
,268.78189,0.61328,
,268.78189,0.61328,
,267.58166,1.44127,
,268.14389,-6.1398,
,268.14389,-6.1398,
,268.14389,-6.1398,
,268.14389,-6.1398,
,268.14389,-6.1398,
,268.14389,-6.1398,
,270.05176,-5.52601,
,265.44717,-4.2797,
,265.44717,-4.2797,
,265.44717,-4.2797,
,263.73601,-6.30686,
,268.60896,-8.12354,
,268.60896,-8.12354,
,268.93142,1.5395,
,268.93142,1.5395,
,268.93142,1.5395,
,268.93142,1.5395,
,268.65488,-6.44536,
,269.4134,-5.2367,
,270.47961,-4.1423,
,268.72728,-11.70405,
,268.72728,-11.70405,
,268.72728,-11.70405,
,268.72728,-11.70405,
,268.72728,-11.70405,
,268.72728,-11.70405,
,268.72728,-11.70405,
,266.15829,-2.19138,
,266.15829,-2.19138,
,266.15829,-2.19138,
,266.15829,-2.19138,
,272.15453,-6.34144,
,272.15453,-6.34144,
,272.15453,-6.34144,
,269.63688,-4.12816,
,270.32722,-5.33828,
,270.32722,-5.33828,
,270.46693,-5.97649,
,270.46693,-5.97649,
,270.46693,-5.97649,
,270.46693,-5.97649,
,270.46693,-5.97649,
,269.21846,-4.76423,
,269.21846,-4.76423,
,269.21846,-4.76423,
,269.21846,-4.76423,
,269.21846,-4.76423,
,269.21846,-4.76423,
,269.39791,-10.35071,
,268.11507,-5.9979,
,271.68968,-5.05717,
,271.68968,-5.05717,
,271.68968,-5.05717,
,271.68968,-5.05717,
,271.68968,-5.05717,
,271.68968,-5.05717,
,271.68968,-5.05717,
,271.68968,-5.05717,
,273.4904,-6.35312,
,273.4904,-6.35312,
,273.4904,-6.35312,
,273.4904,-6.35312,
,269.33556,-6.65551,
,269.33556,-6.65551,
,269.33556,-6.65551,
,269.33556,-6.65551,
,269.33556,-6.65551,
,269.33556,-6.65551,
,269.33556,-6.65551,
,269.33556,-6.65551,
,269.33556,-6.65551,
,269.33556,-6.65551,
,269.33556,-6.65551,
,268.34431,-6.58027,
,268.34431,-6.58027,
,268.34431,-6.58027,
,268.34431,-6.58027,
,268.34431,-6.58027,
,268.34431,-6.58027,
,267.88433,-6.58345,
,267.88433,-6.58345,
,267.88433,-6.58345,
,267.88433,-6.58345,
,267.88433,-6.58345,
,267.88433,-6.58345,
,269.46491,-7.06579,
,269.46491,-7.06579,
,270.79726,-6.16763,
,270.79726,-6.16763,
,269.37939,-7.74672,
,269.37939,-7.74672,
,269.37939,-7.74672,
,272.17876,-2.32564,
,272.17876,-2.32564,
,272.17876,-2.32564,
,266.10619,-4.25898,
,269.84663,-8.55845,K
,269.84663,-8.55845,K
,267.03156,-10.43965,M V
,267.03156,-10.43965,M V
,267.03156,-10.43965,M V
,267.03156,-10.43965,M V
,266.14241,-2.1267,
,266.14241,-2.1267,
,266.14241,-2.1267,
,266.14241,-2.1267,
,266.14241,-2.1267,
,266.14241,-2.1267,
,266.14241,-2.1267,
,268.95266,-7.87843,
,268.95266,-7.87843,
,267.90698,-5.85728,
,267.90698,-5.85728,
,267.90698,-5.85728,
,267.90698,-5.85728,
,267.90698,-5.85728,
,271.63031,-5.85287,
,265.12104,-4.80233,
,265.12104,-4.80233,
,265.12104,-4.80233,
,270.60133,-4.62265,
,270.60133,-4.62265,
,270.60133,-4.62265,
,270.60133,-4.62265,
,270.60133,-4.62265,
,272.10329,-5.66221,
,268.11027,-8.43946,
,268.11027,-8.43946,
,268.11027,-8.43946,
,269.62971,-6.70653,
,269.62971,-6.70653,
,269.62971,-6.70653,
,269.62971,-6.70653,
,269.62971,-6.70653,
,269.62971,-6.70653,
,269.62971,-6.70653,
,270.38761,-3.97999,
,266.16191,-3.99388,
,266.16191,-3.99388,
,268.29207,-8.84225,
,268.29207,-8.84225,
,270.05115,-5.17317,
,270.05115,-5.17317,
,270.05115,-5.17317,
,270.05115,-5.17317,
,269.38959,-5.66414,
,269.38959,-5.66414,
,269.38959,-5.66414,
,266.10848,-11.32196,
,266.10848,-11.32196,
,269.63988,-8.85654,
,269.63988,-8.85654,
,265.32385,-5.00216,
,266.66571,-1.68269,
,266.66571,-1.68269,
,266.66571,-1.68269,
,266.66571,-1.68269,
,269.47366,-5.27686,
,269.47366,-5.27686,
,269.47366,-5.27686,
,267.86952,-5.78153,
,267.86952,-5.78153,
,271.02999,-6.30889,
,271.02999,-6.30889,
,267.91524,-6.20066,
,267.91524,-6.20066,
,267.91524,-6.20066,
,267.91524,-6.20066,
,262.41607,-5.84609,
,262.41607,-5.84609,
11.51,314.55164,60.27427,
11.51,314.55164,60.27427,
11.51,314.55164,60.27427,
11.51,314.55164,60.27427,
11.51,314.55164,60.27427,
11.51,314.55164,60.27427,
11.51,314.55164,60.27427,
11.51,314.55164,60.27427,
11.51,314.55164,60.27427,
11.51,314.55164,60.27427,
11.51,314.55164,60.27427,
11.51,314.55164,60.27427,
11.51,314.55164,60.27427,
11.51,314.55164,60.27427,
11.51,314.55164,60.27427,
11.51,314.55164,60.27427,
14.818,308.29616,65.56864,G5 V
14.818,308.29616,65.56864,
14.818,308.29616,65.56864,
14.818,308.29616,65.56864,
14.818,308.29616,65.56864,
14.818,308.29616,65.56864,
14.818,308.29616,65.56864,
14.818,308.29616,65.56864,
14.818,308.29616,65.56864,
14.818,308.29616,65.56864,
9.791,302.79652,68.38366,
9.791,302.79652,68.38366,
9.791,302.79652,68.38366,
9.791,302.79652,68.38366,
9.791,302.79652,68.38366,
9.791,302.79652,68.38366,
9.791,302.79652,68.38366,
9.791,302.79652,68.38366,
9.791,302.79652,68.38366,
9.791,302.79652,68.38366,
9.791,302.79652,68.38366,
9.791,302.79652,68.38366,
9.791,302.79652,68.38366,
9.791,302.79652,68.38366,
9.791,302.79652,68.38366,
9.791,302.79652,68.38366,
9.791,302.79652,68.38366,
9.791,302.79652,68.38366,
9.791,302.79652,68.38366,
9.791,302.79652,68.38366,
13.209,305.06572,61.55856,
13.209,305.06572,61.55856,
13.209,305.06572,61.55856,
13.209,305.06572,61.55856,
13.209,305.06572,61.55856,
13.209,305.06572,61.55856,
13.209,305.06572,61.55856,
13.209,305.06572,61.55856,
